injection_area;phase;exp;ID;treatment;Behaviors;Intervals;totnb
neck;test;FN;G3F4;formalin;nesting;2;0
neck;test;FN;G3F4;formalin;nesting;3;0
neck;test;FN;G3F4;formalin;nesting;4;0
neck;test;FN;G3F4;formalin;nesting;5;0
neck;test;FN;G3F4;formalin;nesting;6;0
neck;baseline;FN;G5M1;baseline;nesting;1;0
neck;baseline;FN;G5M1;baseline;nesting;2;1
neck;baseline;FN;G5M1;baseline;nesting;3;1
neck;baseline;FN;G5M1;baseline;nesting;4;0
neck;baseline;FN;G5M1;baseline;nesting;5;0
neck;baseline;FN;G5M1;baseline;nesting;6;0
neck;test;FN;G5M1;formalin;nesting;1;0
neck;test;FN;G5M1;formalin;nesting;2;0
neck;test;FN;G5M1;formalin;nesting;3;0
neck;test;FN;G5M1;formalin;nesting;4;0
neck;test;FN;G5M1;formalin;nesting;5;0
neck;test;FN;G5M1;formalin;nesting;6;0
neck;baseline;FN;G5M2;baseline;nesting;1;0
neck;baseline;FN;G5M2;baseline;nesting;2;1
neck;baseline;FN;G5M2;baseline;nesting;3;2
neck;baseline;FN;G5M2;baseline;nesting;4;0
neck;baseline;FN;G5M2;baseline;nesting;5;1
neck;baseline;FN;G5M2;baseline;nesting;6;0
neck;test;FN;G5M2;formalin;nesting;1;0
neck;test;FN;G5M2;formalin;nesting;2;0
neck;test;FN;G5M2;formalin;nesting;3;0
neck;test;FN;G5M2;formalin;nesting;4;0
neck;test;FN;G5M2;formalin;nesting;5;1
neck;test;FN;G5M2;formalin;nesting;6;0
neck;baseline;FN;G5M3;baseline;nesting;1;19
neck;baseline;FN;G5M3;baseline;nesting;2;0
neck;baseline;FN;G5M3;baseline;nesting;3;0
neck;baseline;FN;G5M3;baseline;nesting;4;0
neck;baseline;FN;G5M3;baseline;nesting;5;6
neck;baseline;FN;G5M3;baseline;nesting;6;26
neck;test;FN;G5M3;formalin;nesting;1;1
neck;test;FN;G5M3;formalin;nesting;2;0
neck;test;FN;G5M3;formalin;nesting;3;0
neck;test;FN;G5M3;formalin;nesting;4;0
neck;test;FN;G5M3;formalin;nesting;5;10
neck;test;FN;G5M3;formalin;nesting;6;1
neck;baseline;FN;G5M4;baseline;nesting;1;2
neck;baseline;FN;G5M4;baseline;nesting;2;5
neck;baseline;FN;G5M4;baseline;nesting;3;2
neck;baseline;FN;G5M4;baseline;nesting;4;0
neck;baseline;FN;G5M4;baseline;nesting;5;0
neck;baseline;FN;G5M4;baseline;nesting;6;0
neck;test;FN;G5M4;formalin;nesting;1;0
neck;test;FN;G5M4;formalin;nesting;2;3
neck;test;FN;G5M4;formalin;nesting;3;0
neck;test;FN;G5M4;formalin;nesting;4;0
neck;test;FN;G5M4;formalin;nesting;5;0
neck;test;FN;G5M4;formalin;nesting;6;0
neck;baseline;SN;514;baseline;nesting;1;0
neck;baseline;SN;514;baseline;nesting;2;0
neck;baseline;SN;514;baseline;nesting;3;0
neck;baseline;SN;514;baseline;nesting;4;0
neck;baseline;SN;514;baseline;nesting;5;0
neck;baseline;SN;514;baseline;nesting;6;7
neck;test;SN;514;saline;nesting;1;0
neck;test;SN;514;saline;nesting;2;0
neck;test;SN;514;saline;nesting;3;0
neck;test;SN;514;saline;nesting;4;0
neck;test;SN;514;saline;nesting;5;1
neck;test;SN;514;saline;nesting;6;1
neck;baseline;SN;515;baseline;nesting;1;3
neck;baseline;SN;515;baseline;nesting;2;4
neck;baseline;SN;515;baseline;nesting;3;0
neck;baseline;SN;515;baseline;nesting;4;5
neck;baseline;SN;515;baseline;nesting;5;1
neck;baseline;SN;515;baseline;nesting;6;1
neck;test;SN;515;saline;nesting;1;0
neck;test;SN;515;saline;nesting;2;0
neck;test;SN;515;saline;nesting;3;0
neck;test;SN;515;saline;nesting;4;0
neck;test;SN;515;saline;nesting;5;0
neck;test;SN;515;saline;nesting;6;0
neck;baseline;SN;516;baseline;nesting;1;13
neck;baseline;SN;516;baseline;nesting;2;5
neck;baseline;SN;516;baseline;nesting;3;0
neck;baseline;SN;516;baseline;nesting;4;0
neck;baseline;SN;516;baseline;nesting;5;0
neck;baseline;SN;516;baseline;nesting;6;2
neck;test;SN;516;saline;nesting;1;0
neck;test;SN;516;saline;nesting;2;0
neck;test;SN;516;saline;nesting;3;0
neck;test;SN;516;saline;nesting;4;0
neck;test;SN;516;saline;nesting;5;0
neck;test;SN;516;saline;nesting;6;0
neck;baseline;SN;517;baseline;nesting;1;26
neck;baseline;SN;517;baseline;nesting;2;33
neck;baseline;SN;517;baseline;nesting;3;34
neck;baseline;SN;517;baseline;nesting;4;16
neck;baseline;SN;517;baseline;nesting;5;16
neck;baseline;SN;517;baseline;nesting;6;22
neck;test;SN;517;saline;nesting;1;0
neck;test;SN;517;saline;nesting;2;0
neck;test;SN;517;saline;nesting;3;0
neck;test;SN;517;saline;nesting;4;0
neck;test;SN;517;saline;nesting;5;1
neck;test;SN;517;saline;nesting;6;0
neck;baseline;SN;518;baseline;nesting;1;15
neck;baseline;SN;518;baseline;nesting;2;7
neck;baseline;SN;518;baseline;nesting;3;2
neck;baseline;SN;518;baseline;nesting;4;3
neck;baseline;SN;518;baseline;nesting;5;0
neck;baseline;SN;518;baseline;nesting;6;2
neck;test;SN;518;saline;nesting;1;0
neck;test;SN;518;saline;nesting;2;0
neck;test;SN;518;saline;nesting;3;3
neck;test;SN;518;saline;nesting;4;0
neck;test;SN;518;saline;nesting;5;1
neck;test;SN;518;saline;nesting;6;0
neck;baseline;SN;520;baseline;nesting;1;15
neck;baseline;SN;520;baseline;nesting;2;8
neck;baseline;SN;520;baseline;nesting;3;3
neck;baseline;SN;520;baseline;nesting;4;8
neck;baseline;SN;520;baseline;nesting;5;8
neck;baseline;SN;520;baseline;nesting;6;7
neck;test;SN;520;saline;nesting;1;5
neck;test;SN;520;saline;nesting;2;16
neck;test;SN;520;saline;nesting;3;22
neck;test;SN;520;saline;nesting;4;6
neck;test;SN;520;saline;nesting;5;1
neck;test;SN;520;saline;nesting;6;5
neck;baseline;SN;521;baseline;nesting;1;14
neck;baseline;SN;521;baseline;nesting;2;18
neck;baseline;SN;521;baseline;nesting;3;6
neck;baseline;SN;521;baseline;nesting;4;3
neck;baseline;SN;521;baseline;nesting;5;6
neck;baseline;SN;521;baseline;nesting;6;4
neck;test;SN;521;saline;nesting;1;0
neck;test;SN;521;saline;nesting;2;0
neck;test;SN;521;saline;nesting;3;0
neck;test;SN;521;saline;nesting;4;0
neck;test;SN;521;saline;nesting;5;0
neck;test;SN;521;saline;nesting;6;0
neck;baseline;SN;522;baseline;nesting;1;9
neck;baseline;SN;522;baseline;nesting;2;5
neck;baseline;SN;522;baseline;nesting;3;13
neck;baseline;SN;522;baseline;nesting;4;4
neck;baseline;SN;522;baseline;nesting;5;6
neck;baseline;SN;522;baseline;nesting;6;5
neck;test;SN;522;saline;nesting;1;0
neck;test;SN;522;saline;nesting;2;0
neck;test;SN;522;saline;nesting;3;0
neck;test;SN;522;saline;nesting;4;0
neck;test;SN;522;saline;nesting;5;0
neck;test;SN;522;saline;nesting;6;0
neck;baseline;SN;523;baseline;nesting;1;13
neck;baseline;SN;523;baseline;nesting;2;2
neck;baseline;SN;523;baseline;nesting;3;0
neck;baseline;SN;523;baseline;nesting;4;0
neck;baseline;SN;523;baseline;nesting;5;0
neck;baseline;SN;523;baseline;nesting;6;0
neck;test;SN;523;saline;nesting;1;2
neck;test;SN;523;saline;nesting;2;0
neck;test;SN;523;saline;nesting;3;0
neck;test;SN;523;saline;nesting;4;1
neck;test;SN;523;saline;nesting;5;0
neck;test;SN;523;saline;nesting;6;0
neck;baseline;SN;524;baseline;nesting;1;5
neck;baseline;SN;524;baseline;nesting;2;4
neck;baseline;SN;524;baseline;nesting;3;1
neck;baseline;SN;524;baseline;nesting;4;0
neck;baseline;SN;524;baseline;nesting;5;9
neck;baseline;SN;524;baseline;nesting;6;5
neck;test;SN;524;saline;nesting;1;6
neck;test;SN;524;saline;nesting;2;15
neck;test;SN;524;saline;nesting;3;17
neck;test;SN;524;saline;nesting;4;12
neck;test;SN;524;saline;nesting;5;32
neck;test;SN;524;saline;nesting;6;38
paw;baseline;FH;G2F1;baseline;nesting;1;28
paw;baseline;FH;G2F1;baseline;nesting;2;20
paw;baseline;FH;G2F1;baseline;nesting;3;33
paw;baseline;FH;G2F1;baseline;nesting;4;16
paw;baseline;FH;G2F1;baseline;nesting;5;0
paw;baseline;FH;G2F1;baseline;nesting;6;2
paw;test;FH;G2F1;formalin;nesting;1;0
paw;test;FH;G2F1;formalin;nesting;2;0
paw;test;FH;G2F1;formalin;nesting;3;0
paw;test;FH;G2F1;formalin;nesting;4;0
paw;test;FH;G2F1;formalin;nesting;5;0
paw;test;FH;G2F1;formalin;nesting;6;0
paw;baseline;FH;G2F2;baseline;nesting;1;0
paw;baseline;FH;G2F2;baseline;nesting;2;10
paw;baseline;FH;G2F2;baseline;nesting;3;3
paw;baseline;FH;G2F2;baseline;nesting;4;0
paw;baseline;FH;G2F2;baseline;nesting;5;2
paw;baseline;FH;G2F2;baseline;nesting;6;1
paw;test;FH;G2F2;formalin;nesting;1;0
paw;test;FH;G2F2;formalin;nesting;2;0
paw;test;FH;G2F2;formalin;nesting;3;0
paw;test;FH;G2F2;formalin;nesting;4;1
paw;test;FH;G2F2;formalin;nesting;5;1
paw;test;FH;G2F2;formalin;nesting;6;0
paw;baseline;FH;G3F1;baseline;nesting;1;7
paw;baseline;FH;G3F1;baseline;nesting;2;1
paw;baseline;FH;G3F1;baseline;nesting;3;0
paw;baseline;FH;G3F1;baseline;nesting;4;0
paw;baseline;FH;G3F1;baseline;nesting;5;0
paw;baseline;FH;G3F1;baseline;nesting;6;1
paw;test;FH;G3F1;formalin;nesting;1;0
paw;test;FH;G3F1;formalin;nesting;2;0
paw;test;FH;G3F1;formalin;nesting;3;0
paw;test;FH;G3F1;formalin;nesting;4;0
paw;test;FH;G3F1;formalin;nesting;5;0
paw;test;FH;G3F1;formalin;nesting;6;0
paw;baseline;FH;G3F2;baseline;nesting;1;2
paw;baseline;FH;G3F2;baseline;nesting;2;0
paw;baseline;FH;G3F2;baseline;nesting;3;0
paw;baseline;FH;G3F2;baseline;nesting;4;0
paw;baseline;FH;G3F2;baseline;nesting;5;0
paw;baseline;FH;G3F2;baseline;nesting;6;0
paw;test;FH;G3F2;formalin;nesting;1;0
paw;test;FH;G3F2;formalin;nesting;2;0
paw;test;FH;G3F2;formalin;nesting;3;0
paw;test;FH;G3F2;formalin;nesting;4;0
paw;test;FH;G3F2;formalin;nesting;5;0
paw;test;FH;G3F2;formalin;nesting;6;0
paw;baseline;FH;G3F3;baseline;nesting;1;0
paw;baseline;FH;G3F3;baseline;nesting;2;0
paw;baseline;FH;G3F3;baseline;nesting;3;0
paw;baseline;FH;G3F3;baseline;nesting;4;0
paw;baseline;FH;G3F3;baseline;nesting;5;0
paw;baseline;FH;G3F3;baseline;nesting;6;0
paw;test;FH;G3F3;formalin;nesting;1;0
paw;test;FH;G3F3;formalin;nesting;2;0
paw;test;FH;G3F3;formalin;nesting;3;2
paw;test;FH;G3F3;formalin;nesting;4;0
paw;test;FH;G3F3;formalin;nesting;5;0
paw;test;FH;G3F3;formalin;nesting;6;0
paw;baseline;FH;G6M3;baseline;nesting;1;0
paw;baseline;FH;G6M3;baseline;nesting;2;0
paw;baseline;FH;G6M3;baseline;nesting;3;11
paw;baseline;FH;G6M3;baseline;nesting;4;0
paw;baseline;FH;G6M3;baseline;nesting;5;0
paw;baseline;FH;G6M3;baseline;nesting;6;0
paw;test;FH;G6M3;formalin;nesting;1;0
paw;test;FH;G6M3;formalin;nesting;2;0
paw;test;FH;G6M3;formalin;nesting;3;0
paw;test;FH;G6M3;formalin;nesting;4;0
paw;test;FH;G6M3;formalin;nesting;5;1
paw;test;FH;G6M3;formalin;nesting;6;0
paw;baseline;FH;G6M4;baseline;nesting;1;7
paw;baseline;FH;G6M4;baseline;nesting;2;6
paw;baseline;FH;G6M4;baseline;nesting;3;2
paw;baseline;FH;G6M4;baseline;nesting;4;1
paw;baseline;FH;G6M4;baseline;nesting;5;2
paw;baseline;FH;G6M4;baseline;nesting;6;0
paw;test;FH;G6M4;formalin;nesting;1;5
paw;test;FH;G6M4;formalin;nesting;2;5
paw;test;FH;G6M4;formalin;nesting;3;2
paw;test;FH;G6M4;formalin;nesting;4;0
paw;test;FH;G6M4;formalin;nesting;5;0
paw;test;FH;G6M4;formalin;nesting;6;0
paw;baseline;FH;G8M1;baseline;nesting;1;5
paw;baseline;FH;G8M1;baseline;nesting;2;0
paw;baseline;FH;G8M1;baseline;nesting;3;0
paw;baseline;FH;G8M1;baseline;nesting;4;0
paw;baseline;FH;G8M1;baseline;nesting;5;0
paw;baseline;FH;G8M1;baseline;nesting;6;0
paw;test;FH;G8M1;formalin;nesting;1;2
paw;test;FH;G8M1;formalin;nesting;2;1
paw;test;FH;G8M1;formalin;nesting;3;0
paw;test;FH;G8M1;formalin;nesting;4;1
paw;test;FH;G8M1;formalin;nesting;5;9
paw;test;FH;G8M1;formalin;nesting;6;0
paw;baseline;FH;G8M2;baseline;nesting;1;35
paw;baseline;FH;G8M2;baseline;nesting;2;0
paw;baseline;FH;G8M2;baseline;nesting;3;0
paw;baseline;FH;G8M2;baseline;nesting;4;0
paw;baseline;FH;G8M2;baseline;nesting;5;0
paw;baseline;FH;G8M2;baseline;nesting;6;0
paw;test;FH;G8M2;formalin;nesting;1;2
paw;test;FH;G8M2;formalin;nesting;2;0
paw;test;FH;G8M2;formalin;nesting;3;0
paw;test;FH;G8M2;formalin;nesting;4;1
paw;test;FH;G8M2;formalin;nesting;5;0
paw;test;FH;G8M2;formalin;nesting;6;0
paw;baseline;FH;G8M3;baseline;nesting;1;0
paw;baseline;FH;G8M3;baseline;nesting;2;3
paw;baseline;FH;G8M3;baseline;nesting;3;15
paw;baseline;FH;G8M3;baseline;nesting;4;0
paw;baseline;FH;G8M3;baseline;nesting;5;1
paw;baseline;FH;G8M3;baseline;nesting;6;1
paw;test;FH;G8M3;formalin;nesting;1;0
paw;test;FH;G8M3;formalin;nesting;2;0
paw;test;FH;G8M3;formalin;nesting;3;3
paw;test;FH;G8M3;formalin;nesting;4;10
paw;test;FH;G8M3;formalin;nesting;5;0
paw;test;FH;G8M3;formalin;nesting;6;0
paw;baseline;SH;G2F3;baseline;nesting;1;0
paw;baseline;SH;G2F3;baseline;nesting;2;0
paw;baseline;SH;G2F3;baseline;nesting;3;0
paw;baseline;SH;G2F3;baseline;nesting;4;0
paw;baseline;SH;G2F3;baseline;nesting;5;0
paw;baseline;SH;G2F3;baseline;nesting;6;0
paw;test;SH;G2F3;saline;nesting;1;1
paw;test;SH;G2F3;saline;nesting;2;0
paw;test;SH;G2F3;saline;nesting;3;0
paw;test;SH;G2F3;saline;nesting;4;0
paw;test;SH;G2F3;saline;nesting;5;0
paw;test;SH;G2F3;saline;nesting;6;0
paw;baseline;SH;G2F4;baseline;nesting;1;0
paw;baseline;SH;G2F4;baseline;nesting;2;0
paw;baseline;SH;G2F4;baseline;nesting;3;0
paw;baseline;SH;G2F4;baseline;nesting;4;0
paw;baseline;SH;G2F4;baseline;nesting;5;0
paw;baseline;SH;G2F4;baseline;nesting;6;2
paw;test;SH;G2F4;saline;nesting;1;0
paw;test;SH;G2F4;saline;nesting;2;3
paw;test;SH;G2F4;saline;nesting;3;0
paw;test;SH;G2F4;saline;nesting;4;0
paw;test;SH;G2F4;saline;nesting;5;0
paw;test;SH;G2F4;saline;nesting;6;0
paw;baseline;SH;G4F1;baseline;nesting;1;0
paw;baseline;SH;G4F1;baseline;nesting;2;0
paw;baseline;SH;G4F1;baseline;nesting;3;0
paw;baseline;SH;G4F1;baseline;nesting;4;0
paw;baseline;SH;G4F1;baseline;nesting;5;0
paw;baseline;SH;G4F1;baseline;nesting;6;0
paw;test;SH;G4F1;saline;nesting;1;0
paw;test;SH;G4F1;saline;nesting;2;0
paw;test;SH;G4F1;saline;nesting;3;0
paw;test;SH;G4F1;saline;nesting;4;0
paw;test;SH;G4F1;saline;nesting;5;0
paw;test;SH;G4F1;saline;nesting;6;0
paw;baseline;SH;G4F2;baseline;nesting;1;3
paw;baseline;SH;G4F2;baseline;nesting;2;2
paw;baseline;SH;G4F2;baseline;nesting;3;0
paw;baseline;SH;G4F2;baseline;nesting;4;0
paw;baseline;SH;G4F2;baseline;nesting;5;2
paw;baseline;SH;G4F2;baseline;nesting;6;0
paw;test;SH;G4F2;saline;nesting;1;0
paw;test;SH;G4F2;saline;nesting;2;0
paw;test;SH;G4F2;saline;nesting;3;0
paw;test;SH;G4F2;saline;nesting;4;0
paw;test;SH;G4F2;saline;nesting;5;0
paw;test;SH;G4F2;saline;nesting;6;0
paw;baseline;SH;G4F3;baseline;nesting;1;13
paw;baseline;SH;G4F3;baseline;nesting;2;10
paw;baseline;SH;G4F3;baseline;nesting;3;0
paw;baseline;SH;G4F3;baseline;nesting;4;0
paw;baseline;SH;G4F3;baseline;nesting;5;8
paw;baseline;SH;G4F3;baseline;nesting;6;2
paw;test;SH;G4F3;saline;nesting;1;0
paw;test;SH;G4F3;saline;nesting;2;0
paw;test;SH;G4F3;saline;nesting;3;0
paw;test;SH;G4F3;saline;nesting;4;2
paw;test;SH;G4F3;saline;nesting;5;2
paw;test;SH;G4F3;saline;nesting;6;2
paw;baseline;SH;G6M1;baseline;nesting;1;1
paw;baseline;SH;G6M1;baseline;nesting;2;3
paw;baseline;SH;G6M1;baseline;nesting;3;1
paw;baseline;SH;G6M1;baseline;nesting;4;0
paw;baseline;SH;G6M1;baseline;nesting;5;0
paw;baseline;SH;G6M1;baseline;nesting;6;0
paw;test;SH;G6M1;saline;nesting;1;1
paw;test;SH;G6M1;saline;nesting;2;2
paw;test;SH;G6M1;saline;nesting;3;3
paw;test;SH;G6M1;saline;nesting;4;3
paw;test;SH;G6M1;saline;nesting;5;0
paw;test;SH;G6M1;saline;nesting;6;1
paw;baseline;SH;G6M2;baseline;nesting;1;4
paw;baseline;SH;G6M2;baseline;nesting;2;2
paw;baseline;SH;G6M2;baseline;nesting;3;2
paw;baseline;SH;G6M2;baseline;nesting;4;3
paw;baseline;SH;G6M2;baseline;nesting;5;1
paw;baseline;SH;G6M2;baseline;nesting;6;7
paw;test;SH;G6M2;saline;nesting;1;0
paw;test;SH;G6M2;saline;nesting;2;0
paw;test;SH;G6M2;saline;nesting;3;0
paw;test;SH;G6M2;saline;nesting;4;0
paw;test;SH;G6M2;saline;nesting;5;0
paw;test;SH;G6M2;saline;nesting;6;0
paw;baseline;SH;G7M1;baseline;nesting;1;0
paw;baseline;SH;G7M1;baseline;nesting;2;23
paw;baseline;SH;G7M1;baseline;nesting;3;8
paw;baseline;SH;G7M1;baseline;nesting;4;3
paw;baseline;SH;G7M1;baseline;nesting;5;23
paw;baseline;SH;G7M1;baseline;nesting;6;4
paw;test;SH;G7M1;saline;nesting;1;1
paw;test;SH;G7M1;saline;nesting;2;11
paw;test;SH;G7M1;saline;nesting;3;1
paw;test;SH;G7M1;saline;nesting;4;4
paw;test;SH;G7M1;saline;nesting;5;0
paw;test;SH;G7M1;saline;nesting;6;0
paw;baseline;SH;G7M2;baseline;nesting;1;14
paw;baseline;SH;G7M2;baseline;nesting;2;8
paw;baseline;SH;G7M2;baseline;nesting;3;0
paw;baseline;SH;G7M2;baseline;nesting;4;0
paw;baseline;SH;G7M2;baseline;nesting;5;0
paw;baseline;SH;G7M2;baseline;nesting;6;0
paw;test;SH;G7M2;saline;nesting;1;0
paw;test;SH;G7M2;saline;nesting;2;0
paw;test;SH;G7M2;saline;nesting;3;0
paw;test;SH;G7M2;saline;nesting;4;0
paw;test;SH;G7M2;saline;nesting;5;0
paw;test;SH;G7M2;saline;nesting;6;0
paw;baseline;SH;G7M3;baseline;nesting;1;22
paw;baseline;SH;G7M3;baseline;nesting;2;3
paw;baseline;SH;G7M3;baseline;nesting;3;0
paw;baseline;SH;G7M3;baseline;nesting;4;0
paw;baseline;SH;G7M3;baseline;nesting;5;0
paw;baseline;SH;G7M3;baseline;nesting;6;0
paw;test;SH;G7M3;saline;nesting;1;1
paw;test;SH;G7M3;saline;nesting;2;3
paw;test;SH;G7M3;saline;nesting;3;3
paw;test;SH;G7M3;saline;nesting;4;0
paw;test;SH;G7M3;saline;nesting;5;0
paw;test;SH;G7M3;saline;nesting;6;0
neck;baseline;FN;510;baseline;pawguarding;1;0
neck;baseline;FN;510;baseline;pawguarding;2;0
neck;baseline;FN;510;baseline;pawguarding;3;0
neck;baseline;FN;510;baseline;pawguarding;4;0
neck;baseline;FN;510;baseline;pawguarding;5;0
neck;baseline;FN;510;baseline;pawguarding;6;0
neck;test;FN;510;formalin;pawguarding;1;0
neck;test;FN;510;formalin;pawguarding;2;0
neck;test;FN;510;formalin;pawguarding;3;0
neck;test;FN;510;formalin;pawguarding;4;0
neck;test;FN;510;formalin;pawguarding;5;0
neck;test;FN;510;formalin;pawguarding;6;0
neck;baseline;FN;511;baseline;pawguarding;1;0
neck;baseline;FN;511;baseline;pawguarding;2;0
neck;baseline;FN;511;baseline;pawguarding;3;0
neck;baseline;FN;511;baseline;pawguarding;4;0
neck;baseline;FN;511;baseline;pawguarding;5;0
neck;baseline;FN;511;baseline;pawguarding;6;0
neck;test;FN;511;formalin;pawguarding;1;0
neck;test;FN;511;formalin;pawguarding;2;0
neck;test;FN;511;formalin;pawguarding;3;0
neck;test;FN;511;formalin;pawguarding;4;0
neck;test;FN;511;formalin;pawguarding;5;0
neck;test;FN;511;formalin;pawguarding;6;0
neck;baseline;FN;512;baseline;pawguarding;1;0
neck;baseline;FN;512;baseline;pawguarding;2;0
neck;baseline;FN;512;baseline;pawguarding;3;0
neck;baseline;FN;512;baseline;pawguarding;4;0
neck;baseline;FN;512;baseline;pawguarding;5;0
neck;baseline;FN;512;baseline;pawguarding;6;0
neck;test;FN;512;formalin;pawguarding;1;0
neck;test;FN;512;formalin;pawguarding;2;0
neck;test;FN;512;formalin;pawguarding;3;0
neck;test;FN;512;formalin;pawguarding;4;0
neck;test;FN;512;formalin;pawguarding;5;0
neck;test;FN;512;formalin;pawguarding;6;0
neck;baseline;FN;513;baseline;pawguarding;1;0
neck;baseline;FN;513;baseline;pawguarding;2;0
neck;baseline;FN;513;baseline;pawguarding;3;0
neck;baseline;FN;513;baseline;pawguarding;4;0
neck;baseline;FN;513;baseline;pawguarding;5;0
neck;baseline;FN;513;baseline;pawguarding;6;0
neck;test;FN;513;formalin;pawguarding;1;0
neck;test;FN;513;formalin;pawguarding;2;0
neck;test;FN;513;formalin;pawguarding;3;0
neck;test;FN;513;formalin;pawguarding;4;0
neck;test;FN;513;formalin;pawguarding;5;0
neck;test;FN;513;formalin;pawguarding;6;0
neck;baseline;FN;519;baseline;pawguarding;1;0
neck;baseline;FN;519;baseline;pawguarding;2;0
neck;baseline;FN;519;baseline;pawguarding;3;0
neck;baseline;FN;519;baseline;pawguarding;4;0
neck;baseline;FN;519;baseline;pawguarding;5;0
neck;baseline;FN;519;baseline;pawguarding;6;0
neck;test;FN;519;formalin;pawguarding;1;0
neck;test;FN;519;formalin;pawguarding;2;0
neck;test;FN;519;formalin;pawguarding;3;0
neck;test;FN;519;formalin;pawguarding;4;0
neck;test;FN;519;formalin;pawguarding;5;0
neck;test;FN;519;formalin;pawguarding;6;0
neck;baseline;FN;G3F4;baseline;pawguarding;1;0
neck;baseline;FN;G3F4;baseline;pawguarding;2;0
neck;baseline;FN;G3F4;baseline;pawguarding;3;0
neck;baseline;FN;G3F4;baseline;pawguarding;4;0
neck;baseline;FN;G3F4;baseline;pawguarding;5;0
neck;baseline;FN;G3F4;baseline;pawguarding;6;0
neck;test;FN;G3F4;formalin;pawguarding;1;0
neck;test;FN;G3F4;formalin;pawguarding;2;0
neck;test;FN;G3F4;formalin;pawguarding;3;0
neck;test;FN;G3F4;formalin;pawguarding;4;0
neck;test;FN;G3F4;formalin;pawguarding;5;0
neck;test;FN;G3F4;formalin;pawguarding;6;0
neck;baseline;FN;G5M1;baseline;pawguarding;1;0
neck;baseline;FN;G5M1;baseline;pawguarding;2;0
neck;baseline;FN;G5M1;baseline;pawguarding;3;0
neck;baseline;FN;G5M1;baseline;pawguarding;4;0
neck;baseline;FN;G5M1;baseline;pawguarding;5;0
neck;baseline;FN;G5M1;baseline;pawguarding;6;0
neck;test;FN;G5M1;formalin;pawguarding;1;0
neck;test;FN;G5M1;formalin;pawguarding;2;0
neck;test;FN;G5M1;formalin;pawguarding;3;0
neck;test;FN;G5M1;formalin;pawguarding;4;0
neck;test;FN;G5M1;formalin;pawguarding;5;0
neck;test;FN;G5M1;formalin;pawguarding;6;0
neck;baseline;FN;G5M2;baseline;pawguarding;1;0
neck;baseline;FN;G5M2;baseline;pawguarding;2;0
neck;baseline;FN;G5M2;baseline;pawguarding;3;0
neck;baseline;FN;G5M2;baseline;pawguarding;4;0
neck;baseline;FN;G5M2;baseline;pawguarding;5;0
neck;baseline;FN;G5M2;baseline;pawguarding;6;0
neck;test;FN;G5M2;formalin;pawguarding;1;0
neck;test;FN;G5M2;formalin;pawguarding;2;0
neck;test;FN;G5M2;formalin;pawguarding;3;0
neck;test;FN;G5M2;formalin;pawguarding;4;0
neck;test;FN;G5M2;formalin;pawguarding;5;0
neck;test;FN;G5M2;formalin;pawguarding;6;0
neck;baseline;FN;G5M3;baseline;pawguarding;1;0
neck;baseline;FN;G5M3;baseline;pawguarding;2;0
neck;baseline;FN;G5M3;baseline;pawguarding;3;0
neck;baseline;FN;G5M3;baseline;pawguarding;4;0
neck;baseline;FN;G5M3;baseline;pawguarding;5;0
neck;baseline;FN;G5M3;baseline;pawguarding;6;0
neck;test;FN;G5M3;formalin;pawguarding;1;0
neck;test;FN;G5M3;formalin;pawguarding;2;0
neck;test;FN;G5M3;formalin;pawguarding;3;0
neck;test;FN;G5M3;formalin;pawguarding;4;0
neck;test;FN;G5M3;formalin;pawguarding;5;0
neck;test;FN;G5M3;formalin;pawguarding;6;0
neck;baseline;FN;G5M4;baseline;pawguarding;1;0
neck;baseline;FN;G5M4;baseline;pawguarding;2;0
neck;baseline;FN;G5M4;baseline;pawguarding;3;0
neck;baseline;FN;G5M4;baseline;pawguarding;4;0
neck;baseline;FN;G5M4;baseline;pawguarding;5;0
neck;baseline;FN;G5M4;baseline;pawguarding;6;0
neck;test;FN;G5M4;formalin;pawguarding;1;0
neck;test;FN;G5M4;formalin;pawguarding;2;0
neck;test;FN;G5M4;formalin;pawguarding;3;0
neck;test;FN;G5M4;formalin;pawguarding;4;0
neck;test;FN;G5M4;formalin;pawguarding;5;0
neck;test;FN;G5M4;formalin;pawguarding;6;0
neck;baseline;SN;514;baseline;pawguarding;1;0
neck;baseline;SN;514;baseline;pawguarding;2;0
neck;baseline;SN;514;baseline;pawguarding;3;0
neck;baseline;SN;514;baseline;pawguarding;4;0
neck;baseline;SN;514;baseline;pawguarding;5;0
neck;baseline;SN;514;baseline;pawguarding;6;0
neck;test;SN;514;saline;pawguarding;1;0
neck;test;SN;514;saline;pawguarding;2;0
neck;test;SN;514;saline;pawguarding;3;0
neck;test;SN;514;saline;pawguarding;4;0
neck;test;SN;514;saline;pawguarding;5;0
neck;test;SN;514;saline;pawguarding;6;0
neck;baseline;SN;515;baseline;pawguarding;1;0
neck;baseline;SN;515;baseline;pawguarding;2;0
neck;baseline;SN;515;baseline;pawguarding;3;0
neck;baseline;SN;515;baseline;pawguarding;4;0
neck;baseline;SN;515;baseline;pawguarding;5;0
neck;baseline;SN;515;baseline;pawguarding;6;0
neck;test;SN;515;saline;pawguarding;1;0
neck;test;SN;515;saline;pawguarding;2;0
neck;test;SN;515;saline;pawguarding;3;0
