injection_area;phase;exp;ID;treatment;Behaviors;Intervals;totnb
neck;test;SN;520;saline;pawlicking;4;0
neck;test;SN;520;saline;pawlicking;5;0
neck;test;SN;520;saline;pawlicking;6;0
neck;baseline;SN;521;baseline;pawlicking;1;0
neck;baseline;SN;521;baseline;pawlicking;2;0
neck;baseline;SN;521;baseline;pawlicking;3;0
neck;baseline;SN;521;baseline;pawlicking;4;0
neck;baseline;SN;521;baseline;pawlicking;5;0
neck;baseline;SN;521;baseline;pawlicking;6;0
neck;test;SN;521;saline;pawlicking;1;0
neck;test;SN;521;saline;pawlicking;2;0
neck;test;SN;521;saline;pawlicking;3;0
neck;test;SN;521;saline;pawlicking;4;0
neck;test;SN;521;saline;pawlicking;5;0
neck;test;SN;521;saline;pawlicking;6;0
neck;baseline;SN;522;baseline;pawlicking;1;0
neck;baseline;SN;522;baseline;pawlicking;2;0
neck;baseline;SN;522;baseline;pawlicking;3;0
neck;baseline;SN;522;baseline;pawlicking;4;0
neck;baseline;SN;522;baseline;pawlicking;5;0
neck;baseline;SN;522;baseline;pawlicking;6;0
neck;test;SN;522;saline;pawlicking;1;0
neck;test;SN;522;saline;pawlicking;2;0
neck;test;SN;522;saline;pawlicking;3;0
neck;test;SN;522;saline;pawlicking;4;0
neck;test;SN;522;saline;pawlicking;5;0
neck;test;SN;522;saline;pawlicking;6;0
neck;baseline;SN;523;baseline;pawlicking;1;0
neck;baseline;SN;523;baseline;pawlicking;2;0
neck;baseline;SN;523;baseline;pawlicking;3;0
neck;baseline;SN;523;baseline;pawlicking;4;0
neck;baseline;SN;523;baseline;pawlicking;5;0
neck;baseline;SN;523;baseline;pawlicking;6;0
neck;test;SN;523;saline;pawlicking;1;0
neck;test;SN;523;saline;pawlicking;2;0
neck;test;SN;523;saline;pawlicking;3;0
neck;test;SN;523;saline;pawlicking;4;0
neck;test;SN;523;saline;pawlicking;5;0
neck;test;SN;523;saline;pawlicking;6;0
neck;baseline;SN;524;baseline;pawlicking;1;0
neck;baseline;SN;524;baseline;pawlicking;2;0
neck;baseline;SN;524;baseline;pawlicking;3;0
neck;baseline;SN;524;baseline;pawlicking;4;0
neck;baseline;SN;524;baseline;pawlicking;5;0
neck;baseline;SN;524;baseline;pawlicking;6;0
neck;test;SN;524;saline;pawlicking;1;0
neck;test;SN;524;saline;pawlicking;2;0
neck;test;SN;524;saline;pawlicking;3;0
neck;test;SN;524;saline;pawlicking;4;0
neck;test;SN;524;saline;pawlicking;5;0
neck;test;SN;524;saline;pawlicking;6;0
paw;baseline;FH;G2F1;baseline;pawlicking;1;0
paw;baseline;FH;G2F1;baseline;pawlicking;2;1
paw;baseline;FH;G2F1;baseline;pawlicking;3;0
paw;baseline;FH;G2F1;baseline;pawlicking;4;0
paw;baseline;FH;G2F1;baseline;pawlicking;5;0
paw;baseline;FH;G2F1;baseline;pawlicking;6;1
paw;test;FH;G2F1;formalin;pawlicking;1;7
paw;test;FH;G2F1;formalin;pawlicking;2;0
paw;test;FH;G2F1;formalin;pawlicking;3;4
paw;test;FH;G2F1;formalin;pawlicking;4;4
paw;test;FH;G2F1;formalin;pawlicking;5;9
paw;test;FH;G2F1;formalin;pawlicking;6;8
paw;baseline;FH;G2F2;baseline;pawlicking;1;0
paw;baseline;FH;G2F2;baseline;pawlicking;2;0
paw;baseline;FH;G2F2;baseline;pawlicking;3;0
paw;baseline;FH;G2F2;baseline;pawlicking;4;0
paw;baseline;FH;G2F2;baseline;pawlicking;5;0
paw;baseline;FH;G2F2;baseline;pawlicking;6;0
paw;test;FH;G2F2;formalin;pawlicking;1;22
paw;test;FH;G2F2;formalin;pawlicking;2;7
paw;test;FH;G2F2;formalin;pawlicking;3;8
paw;test;FH;G2F2;formalin;pawlicking;4;22
paw;test;FH;G2F2;formalin;pawlicking;5;15
paw;test;FH;G2F2;formalin;pawlicking;6;7
paw;baseline;FH;G3F1;baseline;pawlicking;1;0
paw;baseline;FH;G3F1;baseline;pawlicking;2;0
paw;baseline;FH;G3F1;baseline;pawlicking;3;1
paw;baseline;FH;G3F1;baseline;pawlicking;4;0
paw;baseline;FH;G3F1;baseline;pawlicking;5;0
paw;baseline;FH;G3F1;baseline;pawlicking;6;0
paw;test;FH;G3F1;formalin;pawlicking;1;13
paw;test;FH;G3F1;formalin;pawlicking;2;3
paw;test;FH;G3F1;formalin;pawlicking;3;8
paw;test;FH;G3F1;formalin;pawlicking;4;14
paw;test;FH;G3F1;formalin;pawlicking;5;8
paw;test;FH;G3F1;formalin;pawlicking;6;7
paw;baseline;FH;G3F2;baseline;pawlicking;1;0
paw;baseline;FH;G3F2;baseline;pawlicking;2;0
paw;baseline;FH;G3F2;baseline;pawlicking;3;0
paw;baseline;FH;G3F2;baseline;pawlicking;4;0
paw;baseline;FH;G3F2;baseline;pawlicking;5;0
paw;baseline;FH;G3F2;baseline;pawlicking;6;0
paw;test;FH;G3F2;formalin;pawlicking;1;2
paw;test;FH;G3F2;formalin;pawlicking;2;3
paw;test;FH;G3F2;formalin;pawlicking;3;2
paw;test;FH;G3F2;formalin;pawlicking;4;13
paw;test;FH;G3F2;formalin;pawlicking;5;11
paw;test;FH;G3F2;formalin;pawlicking;6;7
paw;baseline;FH;G3F3;baseline;pawlicking;1;0
paw;baseline;FH;G3F3;baseline;pawlicking;2;0
paw;baseline;FH;G3F3;baseline;pawlicking;3;0
paw;baseline;FH;G3F3;baseline;pawlicking;4;0
paw;baseline;FH;G3F3;baseline;pawlicking;5;0
paw;baseline;FH;G3F3;baseline;pawlicking;6;1
paw;test;FH;G3F3;formalin;pawlicking;1;9
paw;test;FH;G3F3;formalin;pawlicking;2;0
paw;test;FH;G3F3;formalin;pawlicking;3;9
paw;test;FH;G3F3;formalin;pawlicking;4;8
paw;test;FH;G3F3;formalin;pawlicking;5;5
paw;test;FH;G3F3;formalin;pawlicking;6;2
paw;baseline;FH;G6M3;baseline;pawlicking;1;0
paw;baseline;FH;G6M3;baseline;pawlicking;2;2
paw;baseline;FH;G6M3;baseline;pawlicking;3;0
paw;baseline;FH;G6M3;baseline;pawlicking;4;1
paw;baseline;FH;G6M3;baseline;pawlicking;5;0
paw;baseline;FH;G6M3;baseline;pawlicking;6;0
paw;test;FH;G6M3;formalin;pawlicking;1;2
paw;test;FH;G6M3;formalin;pawlicking;2;0
paw;test;FH;G6M3;formalin;pawlicking;3;7
paw;test;FH;G6M3;formalin;pawlicking;4;13
paw;test;FH;G6M3;formalin;pawlicking;5;9
paw;test;FH;G6M3;formalin;pawlicking;6;1
paw;baseline;FH;G6M4;baseline;pawlicking;1;0
paw;baseline;FH;G6M4;baseline;pawlicking;2;0
paw;baseline;FH;G6M4;baseline;pawlicking;3;0
paw;baseline;FH;G6M4;baseline;pawlicking;4;0
paw;baseline;FH;G6M4;baseline;pawlicking;5;0
paw;baseline;FH;G6M4;baseline;pawlicking;6;0
paw;test;FH;G6M4;formalin;pawlicking;1;28
paw;test;FH;G6M4;formalin;pawlicking;2;2
paw;test;FH;G6M4;formalin;pawlicking;3;10
paw;test;FH;G6M4;formalin;pawlicking;4;15
paw;test;FH;G6M4;formalin;pawlicking;5;3
paw;test;FH;G6M4;formalin;pawlicking;6;0
paw;baseline;FH;G8M1;baseline;pawlicking;1;0
paw;baseline;FH;G8M1;baseline;pawlicking;2;0
paw;baseline;FH;G8M1;baseline;pawlicking;3;0
paw;baseline;FH;G8M1;baseline;pawlicking;4;0
paw;baseline;FH;G8M1;baseline;pawlicking;5;0
paw;baseline;FH;G8M1;baseline;pawlicking;6;10
paw;test;FH;G8M1;formalin;pawlicking;1;10
paw;test;FH;G8M1;formalin;pawlicking;2;2
paw;test;FH;G8M1;formalin;pawlicking;3;1
paw;test;FH;G8M1;formalin;pawlicking;4;15
paw;test;FH;G8M1;formalin;pawlicking;5;22
paw;test;FH;G8M1;formalin;pawlicking;6;24
paw;baseline;FH;G8M2;baseline;pawlicking;1;0
paw;baseline;FH;G8M2;baseline;pawlicking;2;0
paw;baseline;FH;G8M2;baseline;pawlicking;3;1
paw;baseline;FH;G8M2;baseline;pawlicking;4;0
paw;baseline;FH;G8M2;baseline;pawlicking;5;0
paw;baseline;FH;G8M2;baseline;pawlicking;6;0
paw;test;FH;G8M2;formalin;pawlicking;1;0
paw;test;FH;G8M2;formalin;pawlicking;2;0
paw;test;FH;G8M2;formalin;pawlicking;3;0
paw;test;FH;G8M2;formalin;pawlicking;4;5
paw;test;FH;G8M2;formalin;pawlicking;5;3
paw;test;FH;G8M2;formalin;pawlicking;6;6
paw;baseline;FH;G8M3;baseline;pawlicking;1;0
paw;baseline;FH;G8M3;baseline;pawlicking;2;0
paw;baseline;FH;G8M3;baseline;pawlicking;3;0
paw;baseline;FH;G8M3;baseline;pawlicking;4;0
paw;baseline;FH;G8M3;baseline;pawlicking;5;0
paw;baseline;FH;G8M3;baseline;pawlicking;6;0
paw;test;FH;G8M3;formalin;pawlicking;1;13
paw;test;FH;G8M3;formalin;pawlicking;2;1
paw;test;FH;G8M3;formalin;pawlicking;3;4
paw;test;FH;G8M3;formalin;pawlicking;4;16
paw;test;FH;G8M3;formalin;pawlicking;5;18
paw;test;FH;G8M3;formalin;pawlicking;6;23
paw;baseline;SH;G2F3;baseline;pawlicking;1;0
paw;baseline;SH;G2F3;baseline;pawlicking;2;0
paw;baseline;SH;G2F3;baseline;pawlicking;3;0
paw;baseline;SH;G2F3;baseline;pawlicking;4;2
paw;baseline;SH;G2F3;baseline;pawlicking;5;0
paw;baseline;SH;G2F3;baseline;pawlicking;6;0
paw;test;SH;G2F3;saline;pawlicking;1;0
paw;test;SH;G2F3;saline;pawlicking;2;0
paw;test;SH;G2F3;saline;pawlicking;3;0
paw;test;SH;G2F3;saline;pawlicking;4;0
paw;test;SH;G2F3;saline;pawlicking;5;0
paw;test;SH;G2F3;saline;pawlicking;6;0
paw;baseline;SH;G2F4;baseline;pawlicking;1;0
paw;baseline;SH;G2F4;baseline;pawlicking;2;0
paw;baseline;SH;G2F4;baseline;pawlicking;3;0
paw;baseline;SH;G2F4;baseline;pawlicking;4;0
paw;baseline;SH;G2F4;baseline;pawlicking;5;1
paw;baseline;SH;G2F4;baseline;pawlicking;6;1
paw;test;SH;G2F4;saline;pawlicking;1;0
paw;test;SH;G2F4;saline;pawlicking;2;0
paw;test;SH;G2F4;saline;pawlicking;3;0
paw;test;SH;G2F4;saline;pawlicking;4;0
paw;test;SH;G2F4;saline;pawlicking;5;0
paw;test;SH;G2F4;saline;pawlicking;6;1
paw;baseline;SH;G4F1;baseline;pawlicking;1;0
paw;baseline;SH;G4F1;baseline;pawlicking;2;0
paw;baseline;SH;G4F1;baseline;pawlicking;3;1
paw;baseline;SH;G4F1;baseline;pawlicking;4;0
paw;baseline;SH;G4F1;baseline;pawlicking;5;0
paw;baseline;SH;G4F1;baseline;pawlicking;6;0
paw;test;SH;G4F1;saline;pawlicking;1;0
paw;test;SH;G4F1;saline;pawlicking;2;1
paw;test;SH;G4F1;saline;pawlicking;3;0
paw;test;SH;G4F1;saline;pawlicking;4;0
paw;test;SH;G4F1;saline;pawlicking;5;0
paw;test;SH;G4F1;saline;pawlicking;6;0
paw;baseline;SH;G4F2;baseline;pawlicking;1;0
paw;baseline;SH;G4F2;baseline;pawlicking;2;0
paw;baseline;SH;G4F2;baseline;pawlicking;3;0
paw;baseline;SH;G4F2;baseline;pawlicking;4;0
paw;baseline;SH;G4F2;baseline;pawlicking;5;0
paw;baseline;SH;G4F2;baseline;pawlicking;6;0
paw;test;SH;G4F2;saline;pawlicking;1;0
paw;test;SH;G4F2;saline;pawlicking;2;0
paw;test;SH;G4F2;saline;pawlicking;3;0
paw;test;SH;G4F2;saline;pawlicking;4;0
paw;test;SH;G4F2;saline;pawlicking;5;1
paw;test;SH;G4F2;saline;pawlicking;6;1
paw;baseline;SH;G4F3;baseline;pawlicking;1;0
paw;baseline;SH;G4F3;baseline;pawlicking;2;0
paw;baseline;SH;G4F3;baseline;pawlicking;3;0
paw;baseline;SH;G4F3;baseline;pawlicking;4;0
paw;baseline;SH;G4F3;baseline;pawlicking;5;0
paw;baseline;SH;G4F3;baseline;pawlicking;6;0
paw;test;SH;G4F3;saline;pawlicking;1;0
paw;test;SH;G4F3;saline;pawlicking;2;0
paw;test;SH;G4F3;saline;pawlicking;3;0
paw;test;SH;G4F3;saline;pawlicking;4;1
paw;test;SH;G4F3;saline;pawlicking;5;0
paw;test;SH;G4F3;saline;pawlicking;6;0
paw;baseline;SH;G6M1;baseline;pawlicking;1;0
paw;baseline;SH;G6M1;baseline;pawlicking;2;0
paw;baseline;SH;G6M1;baseline;pawlicking;3;0
paw;baseline;SH;G6M1;baseline;pawlicking;4;0
paw;baseline;SH;G6M1;baseline;pawlicking;5;0
paw;baseline;SH;G6M1;baseline;pawlicking;6;0
paw;test;SH;G6M1;saline;pawlicking;1;0
paw;test;SH;G6M1;saline;pawlicking;2;0
paw;test;SH;G6M1;saline;pawlicking;3;0
paw;test;SH;G6M1;saline;pawlicking;4;0
paw;test;SH;G6M1;saline;pawlicking;5;0
paw;test;SH;G6M1;saline;pawlicking;6;0
paw;baseline;SH;G6M2;baseline;pawlicking;1;0
paw;baseline;SH;G6M2;baseline;pawlicking;2;0
paw;baseline;SH;G6M2;baseline;pawlicking;3;0
paw;baseline;SH;G6M2;baseline;pawlicking;4;0
paw;baseline;SH;G6M2;baseline;pawlicking;5;0
paw;baseline;SH;G6M2;baseline;pawlicking;6;0
paw;test;SH;G6M2;saline;pawlicking;1;0
paw;test;SH;G6M2;saline;pawlicking;2;0
paw;test;SH;G6M2;saline;pawlicking;3;0
paw;test;SH;G6M2;saline;pawlicking;4;0
paw;test;SH;G6M2;saline;pawlicking;5;1
paw;test;SH;G6M2;saline;pawlicking;6;0
paw;baseline;SH;G7M1;baseline;pawlicking;1;0
paw;baseline;SH;G7M1;baseline;pawlicking;2;0
paw;baseline;SH;G7M1;baseline;pawlicking;3;2
paw;baseline;SH;G7M1;baseline;pawlicking;4;0
paw;baseline;SH;G7M1;baseline;pawlicking;5;1
paw;baseline;SH;G7M1;baseline;pawlicking;6;0
paw;test;SH;G7M1;saline;pawlicking;1;1
paw;test;SH;G7M1;saline;pawlicking;2;5
paw;test;SH;G7M1;saline;pawlicking;3;2
paw;test;SH;G7M1;saline;pawlicking;4;0
paw;test;SH;G7M1;saline;pawlicking;5;0
paw;test;SH;G7M1;saline;pawlicking;6;2
paw;baseline;SH;G7M2;baseline;pawlicking;1;0
paw;baseline;SH;G7M2;baseline;pawlicking;2;0
paw;baseline;SH;G7M2;baseline;pawlicking;3;0
paw;baseline;SH;G7M2;baseline;pawlicking;4;0
paw;baseline;SH;G7M2;baseline;pawlicking;5;0
paw;baseline;SH;G7M2;baseline;pawlicking;6;0
paw;test;SH;G7M2;saline;pawlicking;1;0
paw;test;SH;G7M2;saline;pawlicking;2;0
paw;test;SH;G7M2;saline;pawlicking;3;0
paw;test;SH;G7M2;saline;pawlicking;4;0
paw;test;SH;G7M2;saline;pawlicking;5;0
paw;test;SH;G7M2;saline;pawlicking;6;0
paw;baseline;SH;G7M3;baseline;pawlicking;1;0
paw;baseline;SH;G7M3;baseline;pawlicking;2;0
paw;baseline;SH;G7M3;baseline;pawlicking;3;0
paw;baseline;SH;G7M3;baseline;pawlicking;4;0
paw;baseline;SH;G7M3;baseline;pawlicking;5;0
paw;baseline;SH;G7M3;baseline;pawlicking;6;0
paw;test;SH;G7M3;saline;pawlicking;1;0
paw;test;SH;G7M3;saline;pawlicking;2;0
paw;test;SH;G7M3;saline;pawlicking;3;1
paw;test;SH;G7M3;saline;pawlicking;4;2
paw;test;SH;G7M3;saline;pawlicking;5;0
paw;test;SH;G7M3;saline;pawlicking;6;0
neck;baseline;FN;510;baseline;resting;1;0
neck;baseline;FN;510;baseline;resting;2;0
neck;baseline;FN;510;baseline;resting;3;0
neck;baseline;FN;510;baseline;resting;4;0
neck;baseline;FN;510;baseline;resting;5;0
neck;baseline;FN;510;baseline;resting;6;0
neck;test;FN;510;formalin;resting;1;18
neck;test;FN;510;formalin;resting;2;5
neck;test;FN;510;formalin;resting;3;1
neck;test;FN;510;formalin;resting;4;3
neck;test;FN;510;formalin;resting;5;5
neck;test;FN;510;formalin;resting;6;1
neck;baseline;FN;511;baseline;resting;1;0
neck;baseline;FN;511;baseline;resting;2;0
neck;baseline;FN;511;baseline;resting;3;9
neck;baseline;FN;511;baseline;resting;4;10
neck;baseline;FN;511;baseline;resting;5;6
neck;baseline;FN;511;baseline;resting;6;1
neck;test;FN;511;formalin;resting;1;15
neck;test;FN;511;formalin;resting;2;9
neck;test;FN;511;formalin;resting;3;0
neck;test;FN;511;formalin;resting;4;5
neck;test;FN;511;formalin;resting;5;8
neck;test;FN;511;formalin;resting;6;6
neck;baseline;FN;512;baseline;resting;1;0
neck;baseline;FN;512;baseline;resting;2;1
neck;baseline;FN;512;baseline;resting;3;1
neck;baseline;FN;512;baseline;resting;4;6
neck;baseline;FN;512;baseline;resting;5;4
neck;baseline;FN;512;baseline;resting;6;4
neck;test;FN;512;formalin;resting;1;9
neck;test;FN;512;formalin;resting;2;0
neck;test;FN;512;formalin;resting;3;0
neck;test;FN;512;formalin;resting;4;0
neck;test;FN;512;formalin;resting;5;4
neck;test;FN;512;formalin;resting;6;8
neck;baseline;FN;513;baseline;resting;1;1
neck;baseline;FN;513;baseline;resting;2;4
neck;baseline;FN;513;baseline;resting;3;1
neck;baseline;FN;513;baseline;resting;4;0
neck;baseline;FN;513;baseline;resting;5;4
neck;baseline;FN;513;baseline;resting;6;3
neck;test;FN;513;formalin;resting;1;12
neck;test;FN;513;formalin;resting;2;2
neck;test;FN;513;formalin;resting;3;0
neck;test;FN;513;formalin;resting;4;6
neck;test;FN;513;formalin;resting;5;8
neck;test;FN;513;formalin;resting;6;4
neck;baseline;FN;519;baseline;resting;1;0
neck;baseline;FN;519;baseline;resting;2;0
neck;baseline;FN;519;baseline;resting;3;0
neck;baseline;FN;519;baseline;resting;4;0
neck;baseline;FN;519;baseline;resting;5;0
neck;baseline;FN;519;baseline;resting;6;0
neck;test;FN;519;formalin;resting;1;15
neck;test;FN;519;formalin;resting;2;1
neck;test;FN;519;formalin;resting;3;0
neck;test;FN;519;formalin;resting;4;1
neck;test;FN;519;formalin;resting;5;0
neck;test;FN;519;formalin;resting;6;6
neck;baseline;FN;G3F4;baseline;resting;1;0
neck;baseline;FN;G3F4;baseline;resting;2;0
neck;baseline;FN;G3F4;baseline;resting;3;0
neck;baseline;FN;G3F4;baseline;resting;4;2
neck;baseline;FN;G3F4;baseline;resting;5;7
neck;baseline;FN;G3F4;baseline;resting;6;4
neck;test;FN;G3F4;formalin;resting;1;9
neck;test;FN;G3F4;formalin;resting;2;3
neck;test;FN;G3F4;formalin;resting;3;3
neck;test;FN;G3F4;formalin;resting;4;2
neck;test;FN;G3F4;formalin;resting;5;1
neck;test;FN;G3F4;formalin;resting;6;2
neck;baseline;FN;G5M1;baseline;resting;1;0
neck;baseline;FN;G5M1;baseline;resting;2;0
neck;baseline;FN;G5M1;baseline;resting;3;0
neck;baseline;FN;G5M1;baseline;resting;4;0
neck;baseline;FN;G5M1;baseline;resting;5;0
neck;baseline;FN;G5M1;baseline;resting;6;0
neck;test;FN;G5M1;formalin;resting;1;14
neck;test;FN;G5M1;formalin;resting;2;0
neck;test;FN;G5M1;formalin;resting;3;4
neck;test;FN;G5M1;formalin;resting;4;0
neck;test;FN;G5M1;formalin;resting;5;1
neck;test;FN;G5M1;formalin;resting;6;0
neck;baseline;FN;G5M2;baseline;resting;1;0
neck;baseline;FN;G5M2;baseline;resting;2;1
neck;baseline;FN;G5M2;baseline;resting;3;5
neck;baseline;FN;G5M2;baseline;resting;4;2
neck;baseline;FN;G5M2;baseline;resting;5;7
neck;baseline;FN;G5M2;baseline;resting;6;3
neck;test;FN;G5M2;formalin;resting;1;25
neck;test;FN;G5M2;formalin;resting;2;0
neck;test;FN;G5M2;formalin;resting;3;3
neck;test;FN;G5M2;formalin;resting;4;7
neck;test;FN;G5M2;formalin;resting;5;1
neck;test;FN;G5M2;formalin;resting;6;7
neck;baseline;FN;G5M3;baseline;resting;1;0
neck;baseline;FN;G5M3;baseline;resting;2;1
neck;baseline;FN;G5M3;baseline;resting;3;1
neck;baseline;FN;G5M3;baseline;resting;4;5
neck;baseline;FN;G5M3;baseline;resting;5;5
neck;baseline;FN;G5M3;baseline;resting;6;0
neck;test;FN;G5M3;formalin;resting;1;13
neck;test;FN;G5M3;formalin;resting;2;8
neck;test;FN;G5M3;formalin;resting;3;0
neck;test;FN;G5M3;formalin;resting;4;4
neck;test;FN;G5M3;formalin;resting;5;2
neck;test;FN;G5M3;formalin;resting;6;6
neck;baseline;FN;G5M4;baseline;resting;1;0
neck;baseline;FN;G5M4;baseline;resting;2;0
neck;baseline;FN;G5M4;baseline;resting;3;0
neck;baseline;FN;G5M4;baseline;resting;4;0
neck;baseline;FN;G5M4;baseline;resting;5;0
neck;baseline;FN;G5M4;baseline;resting;6;5
neck;test;FN;G5M4;formalin;resting;1;15
neck;test;FN;G5M4;formalin;resting;2;4
neck;test;FN;G5M4;formalin;resting;3;7
neck;test;FN;G5M4;formalin;resting;4;2
neck;test;FN;G5M4;formalin;resting;5;5
neck;test;FN;G5M4;formalin;resting;6;1
neck;baseline;SN;514;baseline;resting;1;0
neck;baseline;SN;514;baseline;resting;2;0
neck;baseline;SN;514;baseline;resting;3;0
neck;baseline;SN;514;baseline;resting;4;0
neck;baseline;SN;514;baseline;resting;5;0
neck;baseline;SN;514;baseline;resting;6;0
neck;test;SN;514;saline;resting;1;0
neck;test;SN;514;saline;resting;2;0
neck;test;SN;514;saline;resting;3;1
neck;test;SN;514;saline;resting;4;1
neck;test;SN;514;saline;resting;5;2
neck;test;SN;514;saline;resting;6;0
neck;baseline;SN;515;baseline;resting;1;0
neck;baseline;SN;515;baseline;resting;2;0
neck;baseline;SN;515;baseline;resting;3;0
neck;baseline;SN;515;baseline;resting;4;2
neck;baseline;SN;515;baseline;resting;5;0
neck;baseline;SN;515;baseline;resting;6;0
neck;test;SN;515;saline;resting;1;3
neck;test;SN;515;saline;resting;2;1
neck;test;SN;515;saline;resting;3;9
neck;test;SN;515;saline;resting;4;4
neck;test;SN;515;saline;resting;5;2
neck;test;SN;515;saline;resting;6;3
neck;baseline;SN;516;baseline;resting;1;1
neck;baseline;SN;516;baseline;resting;2;0
neck;baseline;SN;516;baseline;resting;3;0
neck;baseline;SN;516;baseline;resting;4;0
neck;baseline;SN;516;baseline;resting;5;0
neck;baseline;SN;516;baseline;resting;6;0
neck;test;SN;516;saline;resting;1;3
neck;test;SN;516;saline;resting;2;6
neck;test;SN;516;saline;resting;3;6
neck;test;SN;516;saline;resting;4;0
neck;test;SN;516;saline;resting;5;1
neck;test;SN;516;saline;resting;6;0
neck;baseline;SN;517;baseline;resting;1;1
neck;baseline;SN;517;baseline;resting;2;0
neck;baseline;SN;517;baseline;resting;3;0
neck;baseline;SN;517;baseline;resting;4;0
neck;baseline;SN;517;baseline;resting;5;0
neck;baseline;SN;517;baseline;resting;6;0
neck;test;SN;517;saline;resting;1;19
neck;test;SN;517;saline;resting;2;12
neck;test;SN;517;saline;resting;3;10
neck;test;SN;517;saline;resting;4;1
neck;test;SN;517;saline;resting;5;6
neck;test;SN;517;saline;resting;6;6
neck;baseline;SN;518;baseline;resting;1;0
neck;baseline;SN;518;baseline;resting;2;0
neck;baseline;SN;518;baseline;resting;3;0
neck;baseline;SN;518;baseline;resting;4;0
neck;baseline;SN;518;baseline;resting;5;0
neck;baseline;SN;518;baseline;resting;6;0
neck;test;SN;518;saline;resting;1;1
neck;test;SN;518;saline;resting;2;2
neck;test;SN;518;saline;resting;3;0
neck;test;SN;518;saline;resting;4;4
neck;test;SN;518;saline;resting;5;0
neck;test;SN;518;saline;resting;6;0
neck;baseline;SN;520;baseline;resting;1;0
neck;baseline;SN;520;baseline;resting;2;0
neck;baseline;SN;520;baseline;resting;3;0
neck;baseline;SN;520;baseline;resting;4;1
neck;baseline;SN;520;baseline;resting;5;2
neck;baseline;SN;520;baseline;resting;6;0
neck;test;SN;520;saline;resting;1;6
neck;test;SN;520;saline;resting;2;0
neck;test;SN;520;saline;resting;3;0
neck;test;SN;520;saline;resting;4;4
neck;test;SN;520;saline;resting;5;0
neck;test;SN;520;saline;resting;6;7
neck;baseline;SN;521;baseline;resting;1;0
neck;baseline;SN;521;baseline;resting;2;0
neck;baseline;SN;521;baseline;resting;3;0
neck;baseline;SN;521;baseline;resting;4;0
neck;baseline;SN;521;baseline;resting;5;0
neck;baseline;SN;521;baseline;resting;6;0
neck;test;SN;521;saline;resting;1;2
neck;test;SN;521;saline;resting;2;1
neck;test;SN;521;saline;resting;3;0
neck;test;SN;521;saline;resting;4;1
neck;test;SN;521;saline;resting;5;0
neck;test;SN;521;saline;resting;6;3
neck;baseline;SN;522;baseline;resting;1;0
neck;baseline;SN;522;baseline;resting;2;0
neck;baseline;SN;522;baseline;resting;3;0
neck;baseline;SN;522;baseline;resting;4;0
neck;baseline;SN;522;baseline;resting;5;2
neck;baseline;SN;522;baseline;resting;6;2
neck;test;SN;522;saline;resting;1;13
neck;test;SN;522;saline;resting;2;10
neck;test;SN;522;saline;resting;3;0
neck;test;SN;522;saline;resting;4;6
neck;test;SN;522;saline;resting;5;3
neck;test;SN;522;saline;resting;6;5
neck;baseline;SN;523;baseline;resting;1;0
neck;baseline;SN;523;baseline;resting;2;0
neck;baseline;SN;523;baseline;resting;3;0
neck;baseline;SN;523;baseline;resting;4;0
neck;baseline;SN;523;baseline;resting;5;3
neck;baseline;SN;523;baseline;resting;6;3
neck;test;SN;523;saline;resting;1;8
neck;test;SN;523;saline;resting;2;7
neck;test;SN;523;saline;resting;3;2
neck;test;SN;523;saline;resting;4;2
neck;test;SN;523;saline;resting;5;1
neck;test;SN;523;saline;resting;6;2
neck;baseline;SN;524;baseline;resting;1;0
neck;baseline;SN;524;baseline;resting;2;1
neck;baseline;SN;524;baseline;resting;3;1
neck;baseline;SN;524;baseline;resting;4;2
neck;baseline;SN;524;baseline;resting;5;0
neck;baseline;SN;524;baseline;resting;6;0
neck;test;SN;524;saline;resting;1;2
neck;test;SN;524;saline;resting;2;3
neck;test;SN;524;saline;resting;3;0
neck;test;SN;524;saline;resting;4;1
neck;test;SN;524;saline;resting;5;0
neck;test;SN;524;saline;resting;6;0
paw;baseline;FH;G2F1;baseline;resting;1;0
paw;baseline;FH;G2F1;baseline;resting;2;0
paw;baseline;FH;G2F1;baseline;resting;3;0
paw;baseline;FH;G2F1;baseline;resting;4;0
paw;baseline;FH;G2F1;baseline;resting;5;0
paw;baseline;FH;G2F1;baseline;resting;6;0
paw;test;FH;G2F1;formalin;resting;1;0
paw;test;FH;G2F1;formalin;resting;2;0
paw;test;FH;G2F1;formalin;resting;3;0
paw;test;FH;G2F1;formalin;resting;4;0
paw;test;FH;G2F1;formalin;resting;5;0
paw;test;FH;G2F1;formalin;resting;6;0
paw;baseline;FH;G2F2;baseline;resting;1;0
paw;baseline;FH;G2F2;baseline;resting;2;0
paw;baseline;FH;G2F2;baseline;resting;3;0
paw;baseline;FH;G2F2;baseline;resting;4;5
paw;baseline;FH;G2F2;baseline;resting;5;2
paw;baseline;FH;G2F2;baseline;resting;6;0
paw;test;FH;G2F2;formalin;resting;1;0
paw;test;FH;G2F2;formalin;resting;2;0
paw;test;FH;G2F2;formalin;resting;3;0
paw;test;FH;G2F2;formalin;resting;4;0
paw;test;FH;G2F2;formalin;resting;5;0
paw;test;FH;G2F2;formalin;resting;6;0
paw;baseline;FH;G3F1;baseline;resting;1;0
paw;baseline;FH;G3F1;baseline;resting;2;2
